,School District Code,SUBGROUP_NAME,ACDMC_LVL,BEGIN_PCT,DEVELOPING_PCT,PROFICIENT_PCT,DISTINGUISHED_PCT
1,601,Black or African American,10.333333333333334,38.044444444444444,36.96666666666667,23.5,1.4777777777777776
2,601,Economically Disadvantaged,10.133333333333333,33.39333333333333,32.94666666666667,26.986666666666668,6.666666666666669
3,601,Female,10.2,18.489999999999995,34.809999999999995,38.34,8.36
4,601,Hispanic,10.333333333333334,19.211111111111112,40.977777777777774,35.64444444444444,4.188888888888888
5,601,Male,10.133333333333333,35.91999999999999,32.5,24.84666666666667,6.726666666666666
6,601,Migrant,10.0,18.8,42.7,33.68,4.9
7,601,Non-Migrant,10.133333333333333,34.04666666666666,31.96,27.113333333333326,6.86
8,601,Not Limited English Proficient,10.133333333333333,33.519999999999996,32.599999999999994,27.16666666666667,6.760000000000001
9,601,Students with Disabilities,10.375,52.86249999999999,34.05,10.649999999999999,2.45
10,601,Students without Disabilities,10.133333333333333,30.666666666666664,34.00666666666667,28.12,7.2
11,601,White,10.166666666666666,21.566666666666666,32.38333333333333,35.525,10.533333333333333
13,602,Black or African American,10.375,35.3625,38.55,24.0625,2.05
14,602,Economically Disadvantaged,10.166666666666666,19.6,39.37500000000001,33.00833333333333,8.025
15,602,Female,10.2,17.21,33.49,39.129999999999995,10.200000000000001
16,602,Hispanic,10.222222222222221,22.900000000000002,37.29999999999999,33.06666666666667,6.7444444444444445
17,602,Male,10.090909090909092,20.09090909090909,36.72727272727273,34.70909090909091,8.48181818181818
18,602,Non-Migrant,10.090909090909092,18.71818181818182,36.26363636363636,36.22727272727272,8.79090909090909
19,602,Not Limited English Proficient,10.166666666666666,18.033333333333335,40.36666666666667,33.46666666666666,8.133333333333335
20,602,Students with Disabilities,10.375,64.23750000000001,27.012500000000003,8.762500000000001,0.0
21,602,Students without Disabilities,10.090909090909092,12.42727272727273,38.58181818181818,39.400000000000006,9.60909090909091
22,602,White,10.2,10.950000000000001,35.03000000000001,42.93,11.069999999999999
24,603,Black or African American,10.125,41.225,41.7375,16.075,0.9625
25,603,Economically Disadvantaged,10.2,32.900000000000006,32.86,30.073333333333334,4.173333333333334
26,603,Female,10.0,17.984615384615385,34.66153846153846,39.830769230769235,7.523076923076923
27,603,Hispanic,9.333333333333334,29.7,48.46666666666667,20.099999999999998,1.7666666666666666
28,603,Male,10.166666666666666,26.758333333333336,32.19166666666667,32.12500000000001,8.925
29,603,Non-Migrant,10.3125,29.00625,31.76250000000001,32.612500000000004,6.581250000000001
30,603,Not Economically Disadvantaged,9.909090909090908,12.190909090909093,24.08181818181818,50.23636363636364,13.545454545454543
31,603,Not Limited English Proficient,10.3125,28.593749999999996,32.08125,32.76875,6.525
32,603,Students with Disabilities,9.666666666666666,64.86666666666667,35.13333333333333,0.0,0.0
33,603,Students without Disabilities,10.3125,26.6375,32.131249999999994,34.493750000000006,6.737499999999998
34,603,White,10.0,19.515384615384612,29.71538461538461,41.215384615384615,9.523076923076921
36,604,Black or African American,9.5,48.075,30.0,19.424999999999997,2.5
37,604,Economically Disadvantaged,9.5,40.1,36.85,21.75,1.25
38,604,Female,9.666666666666666,30.633333333333336,39.5,29.900000000000002,0.0
39,604,Male,9.0,42.75,33.2,19.549999999999997,4.55
40,604,Non-Migrant,9.5,40.1,36.85,21.75,1.25
41,604,Not Limited English Proficient,9.5,40.1,36.85,21.75,1.25
42,604,Students without Disabilities,9.5,27.775,43.625,26.900000000000002,1.675
44,605,Black or African American,10.142857142857142,33.11904761904761,41.63333333333334,23.314285714285717,1.9380952380952385
45,605,Economically Disadvantaged,10.217391304347826,27.965217391304346,40.86521739130435,26.495652173913047,4.6913043478260885
46,605,Female,9.941176470588236,24.711764705882356,42.95882352941176,28.36470588235294,3.964705882352941
47,605,Male,10.052631578947368,31.136842105263153,34.75263157894738,27.663157894736838,6.457894736842105
48,605,Non-Migrant,10.217391304347826,27.965217391304346,40.86521739130435,26.495652173913047,4.6913043478260885
49,605,Not Limited English Proficient,10.217391304347826,28.05652173913043,40.70869565217391,26.560869565217395,4.695652173913045
50,605,Students with Disabilities,10.571428571428571,68.72857142857143,26.8,3.6571428571428575,0.8428571428571429
51,605,Students without Disabilities,10.136363636363637,23.59090909090909,42.66818181818182,28.618181818181814,5.1090909090909085
52,605,White,9.923076923076923,15.023076923076925,29.52307692307692,43.43846153846154,11.992307692307692
54,606,Economically Disadvantaged,10.153846153846153,29.800000000000004,32.38461538461538,32.915384615384625,4.9
55,606,Female,9.866666666666667,22.6,31.033333333333324,36.693333333333335,9.713333333333333
56,606,Hispanic,10.2,31.6,40.0,25.8,2.6
57,606,Male,10.153846153846153,27.215384615384615,29.54615384615385,33.669230769230765,9.569230769230769
58,606,Non-Migrant,9.866666666666667,23.22666666666667,28.52666666666666,37.61333333333333,10.626666666666665
59,606,Not Economically Disadvantaged,9.76923076923077,11.107692307692307,28.900000000000002,45.26923076923077,14.723076923076926
60,606,Not Limited English Proficient,9.866666666666667,22.633333333333333,28.766666666666662,37.91333333333333,10.693333333333333
61,606,Students with Disabilities,10.625,65.5625,21.137500000000003,11.462500000000002,1.8375
62,606,Students without Disabilities,9.866666666666667,19.013333333333332,30.346666666666668,39.466666666666676,11.186666666666666
63,606,White,9.866666666666667,22.099999999999998,28.706666666666663,37.96666666666667,11.206666666666665
65,607,Asian,10.043478260869565,14.565217391304342,31.665217391304342,44.07391304347826,9.700000000000001
66,607,Black or African American,10.028571428571428,37.88,35.09142857142857,23.611428571428576,3.422857142857143
67,607,Economically Disadvantaged,10.0,30.90923076923077,30.155384615384623,30.995384615384623,7.944615384615383
68,607,Female,9.836363636363636,23.289090909090916,28.318181818181824,35.339999999999996,13.06363636363636
69,607,Hispanic,10.0,29.716666666666665,32.12380952380953,29.77619047619048,8.376190476190478
70,607,Limited English Proficient,10.0,62.914285714285725,24.076190476190483,11.176190476190476,1.8190476190476188
71,607,Male,9.893939393939394,27.693939393939395,30.195454545454538,30.953030303030307,11.166666666666664
72,607,Non-Migrant,10.08860759493671,30.231645569620262,29.88227848101265,29.789873417721516,10.092405063291144
73,607,Not Economically Disadvantaged,9.745454545454546,19.916363636363634,28.78000000000001,35.43636363636363,15.869090909090913
74,607,Not Limited English Proficient,10.04,28.51733333333333,30.052,30.795999999999992,10.637333333333332
75,607,Students with Disabilities,10.117647058823529,62.05588235294118,27.94705882352941,8.476470588235292,1.5294117647058825
76,607,Students without Disabilities,9.985074626865671,21.702985074626866,30.728358208955214,35.591044776119396,11.983582089552238
77,607,Two or More Races,9.909090909090908,26.3,36.11363636363637,31.90454545454545,5.7
78,607,White,9.819672131147541,22.08032786885246,29.44098360655737,35.308196721311475,13.178688524590164
80,608,Asian,10.5,14.275,23.575,52.85,9.275
